Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2024-01-01 01:06:02.268952,Bratislava Padlých hrdinov mobilná AMS,44,40,x,x,111,x,x,x,x
2024-01-01 01:06:02.268952,Rovinka mobilná AMS,49,x,x,1,506,PDL,PDL,0.9,x
2024-01-01 01:06:02.268952,Pezinok Obrancov mieru,41,41,20,x,x,14,17,x,x
2024-01-01 01:06:02.268952,Rohožník Senická,31,9,x,*,645,PDL,3,1.3,x
2024-01-01 01:06:02.268952,Senec Boldocká,69,59,18,x,445,19,34,x,x
2024-01-01 01:06:02.268952,Nitra Janíkovce,23,25,*,x,x,7,8,x,x
2024-01-01 01:06:02.268952,Nitra Štúrova,25,23,x,9,384,14,20,0.4,x
2024-01-01 01:06:02.268952,Komárno Vnútorná okružná,14,12,57,x,x,5,4,x,x
2024-01-01 01:06:02.268952,Plášťovce,82,77,5,x,x,11,17,x,x
2024-01-01 01:06:02.268952,Topoľníky Aszód EMEP,8,12,47,11,x,*,*,x,*
2024-01-01 01:06:02.268952,Senica Hviezdoslavova,41,39,x,10,x,x,x,x,x
2024-01-01 01:06:02.268952,Trnava Kollárova,27,28,x,x,1231,53,106,0.1,x
2024-01-01 01:06:02.268952,Sereď Vinárska,96,83,x,x,x,*,*,x,x
2024-01-01 01:06:02.268952,Trenčín Hasičská,23,24,x,4,292,7,12,0.7,x
2024-01-01 01:06:02.268952,Púchov 1. mája,74,67,x,5,785,12,16,x,x
2024-01-01 01:06:02.268952,Bystričany Rozvodňa SSE,28,24,x,19,x,x,x,x,x
2024-01-01 01:06:02.268952,Handlová Morovianska cesta,21,16,x,10,x,x,x,x,x
2024-01-01 01:06:02.268952,Prievidza Malonecpalská,26,26,*,*,x,24,30,x,x
2024-01-01 01:06:02.268952,Žarnovica,28,24,x,x,x,9,12,x,x
2024-01-01 01:06:02.268952,Žiar nad Hronom Jilemnického,55,47,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Zvolen J. Alexyho,63,53,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Banská Bystrica Štefánikovo nábrežie,55,50,x,6,1968,21,89,*,x
2024-01-01 01:06:02.268952,Banská Bystrica Zelená,87,73,6,x,x,18,53,x,x
2024-01-01 01:06:02.268952,Lučenec Gemerská cesta,41,41,14,x,830,18,24,0.3,x
2024-01-01 01:06:02.268952,Hnúšťa Hlavná,59,54,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Jelšava Jesenského,119,99,4,x,x,*,*,x,x
2024-01-01 01:06:02.268952,Brezno mobilná AMS,115,112,x,x,1306,21,61,x,x
2024-01-01 01:06:02.268952,Žilina Obežná,47,46,14,x,470,23,31,x,x
2024-01-01 01:06:02.268952,Oščadnica,17,19,33,*,x,8,9,x,x
2024-01-01 01:06:02.268952,Martin Jesenského,27,26,x,x,513,11,15,0.3,x
2024-01-01 01:06:02.268952,Ružomberok Riadok,8,9,39,10,618,8,11,0.4,x
2024-01-01 01:06:02.268952,Chopok EMEP,x,x,79,x,x,1,3,x,x
2024-01-01 01:06:02.268952,Liptovský Mikuláš Školská,22,21,x,3,x,15,17,x,x
2024-01-01 01:06:02.268952,Košice Ďumbierska,x,x,7,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Košice Amurská,61,51,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Košice Štefánikova,57,50,x,15,1109,38,120,3.2,x
2024-01-01 01:06:02.268952,Kojšovská hoľa,x,x,42,x,x,4,7,x,x
2024-01-01 01:06:02.268952,Veľká Ida Letná,32,36,x,x,942,x,x,x,x
2024-01-01 01:06:02.268952,Strážske Mierová,27,23,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Trebišov T. G. Masaryka,45,42,14,x,x,10,12,x,x
2024-01-01 01:06:02.268952,Krompachy SNP,61,56,x,4,1020,*,*,3.6,x
2024-01-01 01:06:02.268952,Poprad Železničná,17,16,x,x,x,7,9,x,x
2024-01-01 01:06:02.268952,Stará Lesná AÚ SAV EMEP,7,8,44,x,x,4,4,x,x
2024-01-01 01:06:02.268952,Gánovce Meteo. st,x,x,46,x,x,3,5,x,x
2024-01-01 01:06:02.268952,Prešov Arm. gen. L. Svobodu,24,24,x,x,744,14,17,0.9,x
2024-01-01 01:06:02.268952,Humenné Nám. slobody,17,15,59,x,x,5,7,x,x
2024-01-01 01:06:02.268952,Starina Vodná nádrž EMEP,x,x,59,x,x,3,3,x,1.5
2024-01-01 01:06:02.268952,Kolonické sedlo,16,15,x,x,x,x,x,x,x
2024-01-01 01:06:02.268952,Vranov nad Top. M. R. Štefánika,34,34,x,8,x,x,x,x,x
2024-01-01 01:06:02.268952,Bardejov Pod Vinbargom,20,18,40,x,x,*,*,x,x
2024-01-01 02:06:02.032155,Bratislava Kamenné nám.,57,35,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Bratislava Trnavské Mýto,36,29,x,x,346,28,38,0.5,x
2024-01-01 02:06:02.032155,Bratislava Jeséniova,20,9,28,6,x,8,8,x,x
2024-01-01 02:06:02.032155,Bratislava Mamateyova,82,77,20,2,x,14,24,x,x
2024-01-01 02:06:02.032155,Bratislava Púchovská,48,38,x,PDL,356,11,25,1.2,x
2024-01-01 02:06:02.032155,Bratislava Padlých hrdinov mobilná AMS,45,41,x,x,96,x,x,x,x
2024-01-01 02:06:02.032155,Rovinka mobilná AMS,50,x,x,3,341,PDL,PDL,1.2,x
2024-01-01 02:06:02.032155,Pezinok Obrancov mieru,73,77,20,x,x,10,20,x,x
2024-01-01 02:06:02.032155,Rohožník Senická,39,15,x,9,650,PDL,3,0.9,x
2024-01-01 02:06:02.032155,Senec Boldocká,92,79,18,x,418,19,33,x,x
2024-01-01 02:06:02.032155,Nitra Janíkovce,29,28,*,x,x,7,8,x,x
2024-01-01 02:06:02.032155,Nitra Štúrova,52,44,x,9,*,18,30,0.4,x
2024-01-01 02:06:02.032155,Komárno Vnútorná okružná,22,18,52,x,x,8,9,x,x
2024-01-01 02:06:02.032155,Plášťovce,110,102,5,x,x,10,25,x,x
2024-01-01 02:06:02.032155,Topoľníky Aszód EMEP,10,13,46,11,x,*,*,x,*
2024-01-01 02:06:02.032155,Senica Hviezdoslavova,53,45,x,10,x,x,x,x,x
2024-01-01 02:06:02.032155,Trnava Kollárova,64,60,x,x,1280,51,104,0.2,x
2024-01-01 02:06:02.032155,Sereď Vinárska,45,44,x,x,x,11,14,x,x
2024-01-01 02:06:02.032155,Trenčín Hasičská,39,35,x,4,*,8,13,0.7,x
2024-01-01 02:06:02.032155,Púchov 1. mája,115,100,x,5,912,16,24,x,x
2024-01-01 02:06:02.032155,Bystričany Rozvodňa SSE,38,30,x,20,x,x,x,x,x
2024-01-01 02:06:02.032155,Handlová Morovianska cesta,50,44,x,*,x,x,x,x,x
2024-01-01 02:06:02.032155,Prievidza Malonecpalská,39,33,*,*,x,25,32,x,x
2024-01-01 02:06:02.032155,Žarnovica,35,34,x,x,x,9,12,x,x
2024-01-01 02:06:02.032155,Žiar nad Hronom Jilemnického,21,21,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Zvolen J. Alexyho,80,68,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Banská Bystrica Štefánikovo nábrežie,74,62,x,5,2046,17,68,*,x
2024-01-01 02:06:02.032155,Banská Bystrica Zelená,86,70,4,x,x,17,57,x,x
2024-01-01 02:06:02.032155,Lučenec Gemerská cesta,52,54,14,x,911,18,22,0.4,x
2024-01-01 02:06:02.032155,Hnúšťa Hlavná,54,52,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Jelšava Jesenského,120,96,3,x,x,17,38,x,x
2024-01-01 02:06:02.032155,Brezno mobilná AMS,106,104,x,x,1259,12,85,x,x
2024-01-01 02:06:02.032155,Žilina Obežná,79,77,12,x,441,24,34,x,x
2024-01-01 02:06:02.032155,Oščadnica,73,61,20,7,x,21,28,x,x
2024-01-01 02:06:02.032155,Martin Jesenského,67,68,x,x,551,27,55,0.3,x
2024-01-01 02:06:02.032155,Ružomberok Riadok,23,20,29,11,635,12,16,0.4,x
2024-01-01 02:06:02.032155,Chopok EMEP,x,x,78,x,x,PDL,2,x,x
2024-01-01 02:06:02.032155,Liptovský Mikuláš Školská,58,51,x,3,x,25,41,x,x
2024-01-01 02:06:02.032155,Košice Ďumbierska,x,x,6,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Košice Amurská,102,84,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Košice Štefánikova,124,122,x,16,845,36,64,2.7,x
2024-01-01 02:06:02.032155,Kojšovská hoľa,x,x,41,x,x,3,6,x,x
2024-01-01 02:06:02.032155,Veľká Ida Letná,35,28,x,x,926,x,x,x,x
2024-01-01 02:06:02.032155,Strážske Mierová,22,23,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Trebišov T. G. Masaryka,52,49,12,x,x,16,22,x,x
2024-01-01 02:06:02.032155,Krompachy SNP,83,78,x,5,981,18,30,3.7,x
2024-01-01 02:06:02.032155,Poprad Železničná,27,26,x,x,x,*,*,x,x
2024-01-01 02:06:02.032155,Stará Lesná AÚ SAV EMEP,10,8,35,x,x,6,6,x,x
2024-01-01 02:06:02.032155,Gánovce Meteo. st,x,x,41,x,x,6,8,x,x
2024-01-01 02:06:02.032155,Prešov Arm. gen. L. Svobodu,50,46,x,x,796,16,22,1,x
2024-01-01 02:06:02.032155,Humenné Nám. slobody,20,20,56,x,x,6,7,x,x
2024-01-01 02:06:02.032155,Starina Vodná nádrž EMEP,x,x,*,x,x,3,3,x,1.5
2024-01-01 02:06:02.032155,Kolonické sedlo,13,14,x,x,x,x,x,x,x
2024-01-01 02:06:02.032155,Vranov nad Top. M. R. Štefánika,33,32,x,8,x,x,x,x,x
2024-01-01 02:06:02.032155,Bardejov Pod Vinbargom,29,26,40,x,x,9,9,x,x
2024-01-01 03:06:01.904718,Bratislava Kamenné nám.,84,36,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Bratislava Trnavské Mýto,32,26,x,x,306,22,26,0.5,x
2024-01-01 03:06:01.904718,Bratislava Jeséniova,25,10,28,6,x,7,8,x,x
2024-01-01 03:06:01.904718,Bratislava Mamateyova,48,48,20,3,x,13,24,x,x
2024-01-01 03:06:01.904718,Bratislava Púchovská,39,28,x,PDL,317,7,8,1.1,x
2024-01-01 03:06:01.904718,Bratislava Padlých hrdinov mobilná AMS,61,45,x,x,100,x,x,x,x
2024-01-01 03:06:01.904718,Rovinka mobilná AMS,52,x,x,9,323,PDL,PDL,1.2,x
2024-01-01 03:06:01.904718,Pezinok Obrancov mieru,34,36,27,x,x,7,10,x,x
2024-01-01 03:06:01.904718,Rohožník Senická,36,13,x,10,584,PDL,PDL,0.8,x
2024-01-01 03:06:01.904718,Senec Boldocká,85,69,29,x,343,9,12,x,x
2024-01-01 03:06:01.904718,Nitra Janíkovce,26,30,*,x,x,7,8,x,x
2024-01-01 03:06:01.904718,Nitra Štúrova,53,45,x,9,402,17,34,0.4,x
2024-01-01 03:06:01.904718,Komárno Vnútorná okružná,26,21,53,x,x,6,6,x,x
2024-01-01 03:06:01.904718,Plášťovce,64,63,5,x,x,7,11,x,x
2024-01-01 03:06:01.904718,Topoľníky Aszód EMEP,19,23,17,11,x,*,*,x,*
2024-01-01 03:06:01.904718,Senica Hviezdoslavova,51,36,x,9,x,x,x,x,x
2024-01-01 03:06:01.904718,Trnava Kollárova,102,99,x,x,1160,46,98,0.1,x
2024-01-01 03:06:01.904718,Sereď Vinárska,37,35,x,x,x,9,11,x,x
2024-01-01 03:06:01.904718,Trenčín Hasičská,31,27,x,4,301,10,16,0.7,x
2024-01-01 03:06:01.904718,Púchov 1. mája,122,107,x,4,867,13,18,x,x
2024-01-01 03:06:01.904718,Bystričany Rozvodňa SSE,70,52,x,21,x,x,x,x,x
2024-01-01 03:06:01.904718,Handlová Morovianska cesta,46,41,x,10,x,x,x,x,x
2024-01-01 03:06:01.904718,Prievidza Malonecpalská,61,50,*,*,x,26,33,x,x
2024-01-01 03:06:01.904718,Žarnovica,41,36,x,x,x,11,13,x,x
2024-01-01 03:06:01.904718,Žiar nad Hronom Jilemnického,25,23,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Zvolen J. Alexyho,79,68,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Banská Bystrica Štefánikovo nábrežie,91,74,x,6,2015,17,81,*,x
2024-01-01 03:06:01.904718,Banská Bystrica Zelená,137,109,3,x,x,18,51,x,x
2024-01-01 03:06:01.904718,Lučenec Gemerská cesta,98,94,16,x,770,17,20,0.5,x
2024-01-01 03:06:01.904718,Hnúšťa Hlavná,56,53,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Jelšava Jesenského,102,78,4,x,x,18,31,x,x
2024-01-01 03:06:01.904718,Brezno mobilná AMS,234,218,x,x,1318,19,78,x,x
2024-01-01 03:06:01.904718,Žilina Obežná,193,178,6,x,439,*,*,x,x
2024-01-01 03:06:01.904718,Oščadnica,131,110,27,8,x,11,11,x,x
2024-01-01 03:06:01.904718,Martin Jesenského,80,75,x,x,601,34,66,0.4,x
2024-01-01 03:06:01.904718,Ružomberok Riadok,66,56,19,11,703,16,20,0.4,x
2024-01-01 03:06:01.904718,Chopok EMEP,x,x,80,x,x,PDL,2,x,x
2024-01-01 03:06:01.904718,Liptovský Mikuláš Školská,120,117,x,4,x,22,27,x,x
2024-01-01 03:06:01.904718,Košice Ďumbierska,x,x,17,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Košice Amurská,87,72,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Košice Štefánikova,111,97,x,15,817,23,34,2.4,x
2024-01-01 03:06:01.904718,Kojšovská hoľa,x,x,45,x,x,3,6,x,x
2024-01-01 03:06:01.904718,Veľká Ida Letná,33,34,x,x,901,x,x,x,x
2024-01-01 03:06:01.904718,Strážske Mierová,23,24,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Trebišov T. G. Masaryka,74,73,8,x,x,13,15,x,x
2024-01-01 03:06:01.904718,Krompachy SNP,86,77,x,6,1036,17,33,3.3,x
2024-01-01 03:06:01.904718,Poprad Železničná,61,55,x,x,x,7,7,x,x
2024-01-01 03:06:01.904718,Stará Lesná AÚ SAV EMEP,15,9,*,x,x,8,8,x,x
2024-01-01 03:06:01.904718,Gánovce Meteo. st,x,x,41,x,x,5,7,x,x
2024-01-01 03:06:01.904718,Prešov Arm. gen. L. Svobodu,49,43,x,x,781,15,20,1,x
2024-01-01 03:06:01.904718,Humenné Nám. slobody,22,19,53,x,x,5,6,x,x
2024-01-01 03:06:01.904718,Starina Vodná nádrž EMEP,x,x,56,x,x,4,3,x,1.5
2024-01-01 03:06:01.904718,Kolonické sedlo,16,14,x,x,x,x,x,x,x
2024-01-01 03:06:01.904718,Vranov nad Top. M. R. Štefánika,36,34,x,8,x,x,x,x,x
2024-01-01 03:06:01.904718,Bardejov Pod Vinbargom,30,30,35,x,x,9,9,x,x
2024-01-01 04:06:01.653368,Bratislava Kamenné nám.,31,24,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Bratislava Trnavské Mýto,26,25,x,x,301,17,21,0.4,x
2024-01-01 04:06:01.653368,Bratislava Jeséniova,28,20,25,6,x,7,8,x,x
2024-01-01 04:06:01.653368,Bratislava Mamateyova,25,36,23,3,x,8,11,x,x
2024-01-01 04:06:01.653368,Bratislava Púchovská,23,18,x,PDL,306,8,9,1,x
2024-01-01 04:06:01.653368,Bratislava Padlých hrdinov mobilná AMS,32,25,x,x,91,x,x,x,x
2024-01-01 04:06:01.653368,Rovinka mobilná AMS,25,x,x,13,305,PDL,PDL,1.1,x
2024-01-01 04:06:01.653368,Pezinok Obrancov mieru,17,19,29,x,x,5,8,x,x
2024-01-01 04:06:01.653368,Rohožník Senická,32,9,x,11,557,PDL,PDL,0.7,x
2024-01-01 04:06:01.653368,Senec Boldocká,19,18,33,x,301,7,10,x,x
2024-01-01 04:06:01.653368,Nitra Janíkovce,27,28,*,x,x,7,8,x,x
2024-01-01 04:06:01.653368,Nitra Štúrova,31,25,x,9,435,18,30,0.4,x
2024-01-01 04:06:01.653368,Komárno Vnútorná okružná,21,19,30,x,x,11,10,x,x
2024-01-01 04:06:01.653368,Plášťovce,54,54,5,x,x,6,9,x,x
2024-01-01 04:06:01.653368,Topoľníky Aszód EMEP,36,41,*,*,x,*,*,x,*
2024-01-01 04:06:01.653368,Senica Hviezdoslavova,32,23,x,9,x,x,x,x,x
2024-01-01 04:06:01.653368,Trnava Kollárova,38,35,x,x,1079,40,84,0.1,x
2024-01-01 04:06:01.653368,Sereď Vinárska,36,34,x,x,x,9,10,x,x
2024-01-01 04:06:01.653368,Trenčín Hasičská,26,24,x,4,391,16,28,0.7,x
2024-01-01 04:06:01.653368,Púchov 1. mája,111,102,x,4,762,12,18,x,x
2024-01-01 04:06:01.653368,Bystričany Rozvodňa SSE,52,40,x,20,x,x,x,x,x
2024-01-01 04:06:01.653368,Handlová Morovianska cesta,28,23,x,11,x,x,x,x,x
2024-01-01 04:06:01.653368,Prievidza Malonecpalská,22,22,*,*,x,29,38,x,x
2024-01-01 04:06:01.653368,Žarnovica,40,38,x,x,x,9,12,x,x
2024-01-01 04:06:01.653368,Žiar nad Hronom Jilemnického,28,26,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Zvolen J. Alexyho,112,92,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Banská Bystrica Štefánikovo nábrežie,91,73,x,6,1968,16,57,*,x
2024-01-01 04:06:01.653368,Banská Bystrica Zelená,106,86,3,x,x,16,36,x,x
2024-01-01 04:06:01.653368,Lučenec Gemerská cesta,65,64,17,x,702,15,18,0.3,x
2024-01-01 04:06:01.653368,Hnúšťa Hlavná,61,56,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Jelšava Jesenského,97,78,PDL,x,x,18,29,x,x
2024-01-01 04:06:01.653368,Brezno mobilná AMS,209,191,x,x,1239,16,52,x,x
2024-01-01 04:06:01.653368,Žilina Obežná,180,161,4,x,387,28,46,x,x
2024-01-01 04:06:01.653368,Oščadnica,78,67,25,7,x,9,10,x,x
2024-01-01 04:06:01.653368,Martin Jesenského,68,62,x,x,591,31,55,0.4,x
2024-01-01 04:06:01.653368,Ružomberok Riadok,66,56,17,10,725,15,21,0.4,x
2024-01-01 04:06:01.653368,Chopok EMEP,x,x,80,x,x,PDL,2,x,x
2024-01-01 04:06:01.653368,Liptovský Mikuláš Školská,94,80,x,3,x,23,34,x,x
2024-01-01 04:06:01.653368,Košice Ďumbierska,x,x,27,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Košice Amurská,53,43,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Košice Štefánikova,39,35,x,15,710,14,20,1.8,x
2024-01-01 04:06:01.653368,Kojšovská hoľa,x,x,54,x,x,3,4,x,x
2024-01-01 04:06:01.653368,Veľká Ida Letná,33,35,x,x,814,x,x,x,x
2024-01-01 04:06:01.653368,Strážske Mierová,18,20,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Trebišov T. G. Masaryka,40,38,23,x,x,*,*,x,x
2024-01-01 04:06:01.653368,Krompachy SNP,90,73,x,6,*,19,40,3.2,x
2024-01-01 04:06:01.653368,Poprad Železničná,25,25,x,x,x,5,5,x,x
2024-01-01 04:06:01.653368,Stará Lesná AÚ SAV EMEP,7,7,20,x,x,6,6,x,x
2024-01-01 04:06:01.653368,Gánovce Meteo. st,x,x,42,x,x,*,*,x,x
2024-01-01 04:06:01.653368,Prešov Arm. gen. L. Svobodu,36,31,x,x,*,17,23,1,x
2024-01-01 04:06:01.653368,Humenné Nám. slobody,22,17,52,x,x,5,7,x,x
2024-01-01 04:06:01.653368,Starina Vodná nádrž EMEP,x,x,54,x,x,4,4,x,1.5
2024-01-01 04:06:01.653368,Kolonické sedlo,17,14,x,x,x,x,x,x,x
2024-01-01 04:06:01.653368,Vranov nad Top. M. R. Štefánika,32,34,x,8,x,x,x,x,x
2024-01-01 04:06:01.653368,Bardejov Pod Vinbargom,27,25,35,x,x,5,5,x,x
2024-01-01 05:06:02.461165,Bratislava Kamenné nám.,27,23,x,x,x,x,x,x,x
2024-01-01 05:06:02.461165,Bratislava Trnavské Mýto,24,24,x,x,298,17,21,0.4,x
2024-01-01 05:06:02.461165,Bratislava Jeséniova,25,23,25,6,x,8,9,x,x
2024-01-01 05:06:02.461165,Bratislava Mamateyova,21,23,29,2,x,9,10,x,x
2024-01-01 05:06:02.461165,Bratislava Púchovská,22,19,x,PDL,303,9,9,1,x
2024-01-01 05:06:02.461165,Bratislava Padlých hrdinov mobilná AMS,28,23,x,x,102,x,x,x,x
2024-01-01 05:06:02.461165,Rovinka mobilná AMS,29,x,x,6,285,PDL,PDL,1.4,x
2024-01-01 05:06:02.461165,Pezinok Obrancov mieru,17,22,29,x,x,5,7,x,x
2024-01-01 05:06:02.461165,Rohožník Senická,29,9,x,10,612,PDL,PDL,0.7,x
2024-01-01 05:06:02.461165,Senec Boldocká,18,16,36,x,279,7,12,x,x
2024-01-01 05:06:02.461165,Nitra Janíkovce,31,30,*,x,x,13,14,x,x
2024-01-01 05:06:02.461165,Nitra Štúrova,30,26,x,9,404,16,27,0.4,x
2024-01-01 05:06:02.461165,Komárno Vnútorná okružná,30,26,29,x,x,11,10,x,x
2024-01-01 05:06:02.461165,Plášťovce,43,46,5,x,x,6,9,x,x
2024-01-01 05:06:02.461165,Topoľníky Aszód EMEP,29,34,18,11,x,*,*,x,*
2024-01-01 05:06:02.461165,Senica Hviezdoslavova,33,25,x,9,x,x,x,x,x
2024-01-01 05:06:02.461165,Trnava Kollárova,24,24,x,x,1023,38,74,0.1,x
2024-01-01 05:06:02.461165,Sereď Vinárska,26,25,x,x,x,7,9,x,x
2024-01-01 05:06:02.461165,Trenčín Hasičská,41,35,x,3,385,*,*,1.1,x
2024-01-01 05:06:02.461165,Púchov 1. mája,98,87,x,4,829,11,15,x,x
